MatchID,TeamID,OriginPlayerID,OriginPlayerName,DestinationPlayerID,DestinationPlayerName,MatchPeriod,EventTime,EventSubType,EventOrigin_x,EventOrigin_y,EventDestination_x,EventDestination_y,Mid_x,Mid_y,PositionWeight,PositionWeight_fil,PositionWeight_n
9,Opponent9,Opponent9_D1,Opponent9_D1,Opponent9_D2,Opponent9_D2,2H,2541.289326,Simple pass,24,65,30,30,27,47.5,1.43275,1.43275,0.102091851
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_M3,Opponent9_M3,2H,2543.248014,Simple pass,30,30,46,46,38,38,2.01147,2.01147,0.238620091
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_D4,Opponent9_D4,2H,2548.449686,Simple pass,46,46,72,9,59,27.5,2.70745,2.70745,0.402811625
9,Opponent9,Opponent9_D4,Opponent9_D4,Opponent9_M3,Opponent9_M3,2H,2552.884356,Simple pass,72,9,59,33,65.5,21,2.46985,2.46985,0.346758422
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_M5,Opponent9_M5,2H,2555.426539,Simple pass,59,33,60,60,59.5,46.5,2.58085,2.58085,0.372944893
9,Opponent9,Opponent9_M5,Opponent9_M5,Opponent9_D5,Opponent9_D5,2H,2557.908774,Simple pass,60,60,75,96,67.5,78,2.73073,2.73073,0.408303706
9,Opponent9,Opponent9_D5,Opponent9_D5,Opponent9_F1,Opponent9_F1,2H,2560.849167,Simple pass,75,96,70,82,72.5,89,2.80311,2.80311,0.425379173
9,Opponent9,Opponent9_F1,Opponent9_F1,Opponent9_M4,Opponent9_M4,2H,2566.653881,Simple pass,70,82,66,94,68,88,2.25011,2.25011,0.294918645
9,Opponent9,Opponent9_M4,Opponent9_M4,Opponent9_F1,Opponent9_F1,2H,2568.297069,Simple pass,66,94,70,86,68,90,2.70723,2.70723,0.402759724
9,Opponent9,Opponent9_F1,Opponent9_F1,Opponent9_M4,Opponent9_M4,2H,2569.340196,Simple pass,70,86,63,86,66.5,86,2.31215,2.31215,0.309554759
9,Opponent9,Opponent9_M4,Opponent9_M4,Opponent9_M3,Opponent9_M3,2H,2572.242851,Simple pass,63,86,64,70,63.5,78,2.68191,2.68191,0.396786377
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_M4,Opponent9_M4,2H,2574.084257,Simple pass,64,70,62,64,63,67,2.64845,2.64845,0.38889269
9,Opponent9,Opponent9_M4,Opponent9_M4,Opponent9_D2,Opponent9_D2,2H,2576.066172,Simple pass,62,64,67,10,64.5,37,2.43843,2.43843,0.339345999
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_D4,Opponent9_D4,2H,2579.098226,Simple pass,67,10,76,7,71.5,8.5,2.90475,2.90475,0.449357488
9,Opponent9,Opponent9_D4,Opponent9_D4,Opponent9_M2,Opponent9_M2,2H,2579.457214,Simple pass,76,7,73,26,74.5,16.5,3.15375,3.15375,0.508100113
9,Opponent9,Opponent9_M2,Opponent9_M2,Opponent9_D2,Opponent9_D2,2H,2581.244704,Simple pass,73,26,71,30,72,28,3.09079,3.09079,0.493246957
9,Everton,Everton_D1,Keane,Everton_M9,Vlasic,2H,2584.798839,Simple pass,14,66,29,48,21.5,57,1.54885,1.54885,0.129481484
9,Opponent9,Opponent9_F1,Opponent9_F1,Opponent9_D4,Opponent9_D4,2H,2594.044459,Cross,95,78,91,43,93,60.5,4.63023,4.63023,0.856422645
9,Everton,Everton_G1,Pickford,Everton_D1,Keane,2H,2608.705289,Hand pass,12,53,24,70,18,61.5,1.32431,1.32431,0.07650932
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_D3,Opponent9_D3,2H,2619.560746,Simple pass,26,33,19,53,22.5,43,1.40685,1.40685,0.095981674
9,Opponent9,Opponent9_D3,Opponent9_D3,Opponent9_D5,Opponent9_D5,2H,2621.877824,Simple pass,19,53,29,84,24,68.5,1.13953,1.13953,0.032917102
9,Opponent9,Opponent9_D5,Opponent9_D5,Opponent9_F1,Opponent9_F1,2H,2628.533858,Simple pass,46,87,47,80,46.5,83.5,1.73273,1.73273,0.172861379
9,Opponent9,Opponent9_F1,Opponent9_F1,Opponent9_G1,Opponent9_G1,2H,2631.273134,Simple pass,47,80,16,51,31.5,65.5,1.38767,1.38767,0.091456841
9,Opponent9,Opponent9_G1,Opponent9_G1,Opponent9_D2,Opponent9_D2,2H,2636.609922,Simple pass,16,51,30,18,23,34.5,1.21639,1.21639,0.051049464
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_M2,Opponent9_M2,2H,2639.586127,Simple pass,30,18,55,48,42.5,33,2.37929,2.37929,0.325394036
9,Opponent9,Opponent9_M2,Opponent9_M2,Opponent9_M3,Opponent9_M3,2H,2641.720084,Simple pass,55,48,47,45,51,46.5,2.04493,2.04493,0.246513779
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_M3,Opponent9_M3,2H,2642.226259,Simple pass,47,45,49,57,48,51,2.11037,2.11037,0.261952001
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_D3,Opponent9_D3,2H,2645.279103,Simple pass,49,57,52,86,50.5,71.5,1.79031,1.79031,0.186445316
9,Opponent9,Opponent9_D3,Opponent9_D3,Opponent9_D5,Opponent9_D5,2H,2647.890578,Simple pass,52,86,64,98,58,92,2.01075,2.01075,0.238450233
9,Opponent9,Opponent9_D5,Opponent9_D5,Opponent9_D3,Opponent9_D3,2H,2649.471754,Simple pass,64,98,53,88,58.5,93,1.78061,1.78061,0.184156949
9,Opponent9,Opponent9_D3,Opponent9_D3,Opponent9_M3,Opponent9_M3,2H,2650.631905,Simple pass,53,88,56,71,54.5,79.5,2.26787,2.26787,0.29910848
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_M5,Opponent9_M5,2H,2652.533303,Simple pass,56,71,57,45,56.5,58,2.46433,2.46433,0.345456175
9,Opponent9,Opponent9_M5,Opponent9_M5,Opponent9_D2,Opponent9_D2,2H,2655.861165,Simple pass,57,45,62,16,59.5,30.5,2.32061,2.32061,0.311550593
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_M5,Opponent9_M5,2H,2657.147935,Simple pass,62,16,60,33,61,24.5,2.51929,2.51929,0.358422017
9,Opponent9,Opponent9_M5,Opponent9_M5,Opponent9_M4,Opponent9_M4,2H,2660.546491,Simple pass,60,33,73,52,66.5,42.5,3.34953,3.34953,0.554287386
9,Opponent9,Opponent9_M4,Opponent9_M4,Opponent9_M2,Opponent9_M2,2H,2660.956545,Simple pass,73,52,90,38,81.5,45,4.51739,4.51739,0.829802092
9,Everton,Everton_D1,Keane,Everton_M10,Lookman,2H,2734.886553,Simple pass,55,74,65,87,60,80.5,2.39431,2.39431,0.328937466
9,Everton,Everton_M10,Lookman,Everton_D1,Keane,2H,2736.730926,Simple pass,65,87,56,70,60.5,78.5,2.28239,2.28239,0.302533954
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_M3,Opponent9_M3,2H,2810.583274,Simple pass,18,16,23,31,20.5,23.5,1.33115,1.33115,0.078122973
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_D2,Opponent9_D2,2H,2811.974336,Simple pass,23,31,24,14,23.5,22.5,1.02023,1.02023,0.004772543
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_M3,Opponent9_M3,2H,2815.093416,Simple pass,24,14,28,50,26,32,1.53147,1.53147,0.125381296
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_M4,Opponent9_M4,2H,2821.536969,Simple pass,41,59,47,47,44,53,2.05019,2.05019,0.247754687
9,Opponent9,Opponent9_M4,Opponent9_M4,Opponent9_M3,Opponent9_M3,2H,2822.766765,Simple pass,47,47,43,60,45,53.5,1.87637,1.87637,0.206748089
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_D2,Opponent9_D2,2H,2823.430144,Simple pass,43,60,58,9,50.5,34.5,1.93829,1.93829,0.221355893
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_D4,Opponent9_D4,2H,2826.850102,Simple pass,58,9,64,4,61,6.5,2.09253,2.09253,0.257743292
9,Opponent9,Opponent9_D4,Opponent9_D4,Opponent9_D2,Opponent9_D2,2H,2828.618857,Simple pass,64,4,52,9,58,6.5,1.66865,1.66865,0.157744
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_M3,Opponent9_M3,2H,2832.000108,Simple pass,52,9,55,27,53.5,18,2.19911,2.19911,0.282887023
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_D5,Opponent9_D5,2H,2833.884176,High pass,55,27,61,96,58,61.5,1.91957,1.91957,0.21693958
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_G1,Opponent9_G1,2H,2865.364172,Simple pass,18,25,9,42,13.5,33.5,1.35007,1.35007,0.082586468
9,Opponent9,Opponent9_D1,Opponent9_D1,Opponent9_D2,Opponent9_D2,2H,2925.897656,Simple pass,41,40,46,14,43.5,27,1.56891,1.56891,0.134213922
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_D4,Opponent9_D4,2H,2929.073933,Simple pass,46,14,57,6,51.5,10,1.80211,1.80211,0.189229103
9,Opponent9,Opponent9_D4,Opponent9_D4,Opponent9_D2,Opponent9_D2,2H,2930.759205,Simple pass,57,6,39,17,48,11.5,1.41377,1.41377,0.0976142
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_D4,Opponent9_D4,2H,2933.944068,Simple pass,39,17,59,6,49,11.5,1.89799,1.89799,0.211848553
9,Opponent9,Opponent9_D4,Opponent9_D4,Opponent9_M2,Opponent9_M2,2H,2935.852424,Simple pass,59,6,61,26,60,16,2.47047,2.47047,0.346904688
9,Opponent9,Opponent9_M2,Opponent9_M2,Opponent9_D4,Opponent9_D4,2H,2936.376608,Simple pass,61,26,74,11,67.5,18.5,2.88899,2.88899,0.445639481
9,Opponent9,Opponent9_D3,Opponent9_D3,Opponent9_M3,Opponent9_M3,2H,2950.234758,Head pass,29,100,39,92,34,96,1.16477,1.16477,0.038871575
9,Opponent9,Opponent9_M3,Opponent9_M3,Opponent9_D1,Opponent9_D1,2H,2952.553851,Simple pass,39,92,31,69,35,80.5,1.46021,1.46021,0.108570054
9,Opponent9,Opponent9_D1,Opponent9_D1,Opponent9_M5,Opponent9_M5,2H,2956.553924,Simple pass,31,69,46,51,38.5,60,2.01587,2.01587,0.239658113
9,Opponent9,Opponent9_M5,Opponent9_M5,Opponent9_M2,Opponent9_M2,2H,2960.377441,Simple pass,46,51,52,57,49,54,2.23169,2.23169,0.290573106
9,Opponent9,Opponent9_M2,Opponent9_M2,Opponent9_D1,Opponent9_D1,2H,2960.55775,Simple pass,52,57,40,47,46,52,1.81611,1.81611,0.192531901
9,Opponent9,Opponent9_D1,Opponent9_D1,Opponent9_M2,Opponent9_M2,2H,2964.921877,Simple pass,40,47,46,44,43,45.5,2.00481,2.00481,0.237048903
9,Opponent9,Opponent9_M2,Opponent9_M2,Opponent9_D2,Opponent9_D2,2H,2968.5811,Simple pass,46,44,45,18,45.5,31,1.62799,1.62799,0.148151731
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_M2,Opponent9_M2,2H,2971.341428,Simple pass,45,18,53,43,49,30.5,2.27651,2.27651,0.301146779
9,Opponent9,Opponent9_M2,Opponent9_M2,Opponent9_M4,Opponent9_M4,2H,2972.553045,Simple pass,53,43,55,47,54,45,2.37771,2.37771,0.325021291
9,Opponent9,Opponent9_M4,Opponent9_M4,Opponent9_D2,Opponent9_D2,2H,2977.962002,Simple pass,55,47,57,13,56,30,1.99937,1.99937,0.23576553
9,Opponent9,Opponent9_D2,Opponent9_D2,Opponent9_D4,Opponent9_D4,2H,2978.727999,Simple pass,57,13,70,6,63.5,9.5,2.49683,2.49683,0.353123385
9,Opponent9,Opponent9_D4,Opponent9_D4,Opponent9_M2,Opponent9_M2,2H,2981.186768,High pass,70,6,87,39,78.5,22.5,4.28995,4.28995,0.776145776
10,Everton,Everton_M4,Davies,Everton_D3,Jagielka,1H,1.95571,Simple pass,50,50,31,54,40.5,52,1.58351,1.58351,0.137658269
10,Opponent10,Opponent10_M1,Opponent10_M1,Opponent10_M2,Opponent10_M2,1H,9.843625,Head pass,29,63,32,81,30.5,72,1.26961,1.26961,0.063604815
10,Opponent10,Opponent10_M2,Opponent10_M2,Opponent10_D2,Opponent10_D2,1H,10.076528,Simple pass,32,81,12,64,22,72.5,1.30145,1.30145,0.071116322
10,Opponent10,Opponent10_D2,Opponent10_D2,Opponent10_G1,Opponent10_G1,1H,13.154896,Simple pass,12,64,6,48,9,56,1.37773,1.37773,0.089111854
10,Opponent10,Opponent10_D4,Opponent10_D4,Opponent10_F1,Opponent10_F1,1H,20.970363,Simple pass,27,6,67,4,47,5,2.25885,2.25885,0.296980535
10,Everton,Everton_D3,Jagielka,Everton_G1,Pickford,1H,25.828826,Simple pass,31,93,8,63,19.5,78,1.31131,1.31131,0.073442436
10,Opponent10,Opponent10_M1,Opponent10_M1,Opponent10_M3,Opponent10_M3,1H,33.144559,Simple pass,47,48,41,36,44,42,1.78297,1.78297,0.184713706
10,Everton,Everton_D3,Jagielka,Everton_M8,Lennon,1H,35.618324,Simple pass,31,73,62,77,46.5,75,2.45969,2.45969,0.344361534
10,Everton,Everton_M8,Lennon,Everton_F2,Rooney,1H,38.655331,Simple pass,62,77,61,63,61.5,70,2.60663,2.60663,0.37902676
10,Everton,Everton_F2,Rooney,Everton_M5,Mirallas,1H,40.761729,Simple pass,61,63,71,15,66,39,2.80459,2.80459,0.425728326
10,Everton,Everton_M5,Mirallas,Everton_D4,Baines,1H,45.397308,Simple pass,71,15,86,6,78.5,10.5,3.58387,3.58387,0.609571509
10,Opponent10,Opponent10_M4,Opponent10_M4,Opponent10_D3,Opponent10_D3,1H,50.97813,Simple pass,26,57,28,17,27,37,1.15593,1.15593,0.036786094
10,Opponent10,Opponent10_M1,Opponent10_M1,Opponent10_D4,Opponent10_D4,1H,73.836881,Simple pass,64,15,56,4,60,9.5,1.69301,1.69301,0.163490869
10,Opponent10,Opponent10_D4,Opponent10_D4,Opponent10_D5,Opponent10_D5,1H,75.870147,Simple pass,56,4,38,12,47,8,1.26193,1.26193,0.061792995
10,Opponent10,Opponent10_D5,Opponent10_D5,Opponent10_D2,Opponent10_D2,1H,82.801802,Simple pass,38,12,32,70,35,41,1.46783,1.46783,0.110367719
10,Opponent10,Opponent10_D2,Opponent10_D2,Opponent10_D5,Opponent10_D5,1H,87.577241,Simple pass,32,70,33,19,32.5,44.5,1.30259,1.30259,0.071385264
10,Opponent10,Opponent10_D5,Opponent10_D5,Opponent10_M1,Opponent10_M1,1H,91.410934,Simple pass,33,19,57,12,45,15.5,1.97329,1.97329,0.229612888
10,Opponent10,Opponent10_D4,Opponent10_D4,Opponent10_M3,Opponent10_M3,1H,97.397374,Simple pass,71,2,55,32,63,17,2.27001,2.27001,0.299613337
10,Opponent10,Opponent10_M3,Opponent10_M3,Opponent10_D2,Opponent10_D2,1H,100.315165,Simple pass,55,32,59,64,57,48,2.49713,2.49713,0.35319416
10,Opponent10,Opponent10_D2,Opponent10_D2,Opponent10_D1,Opponent10_D1,1H,103.26596,Simple pass,59,64,68,57,63.5,60.5,3.03073,3.03073,0.479077953
10,Opponent10,Opponent10_D1,Opponent10_D1,Opponent10_D2,Opponent10_D2,1H,108.27493,Simple pass,68,57,58,87,63,72,2.03423,2.03423,0.243989497
10,Opponent10,Opponent10_D2,Opponent10_D2,Opponent10_D1,Opponent10_D1,1H,111.240513,Simple pass,58,87,61,69,59.5,78,2.53841,2.53841,0.362932696
10,Opponent10,Opponent10_D1,Opponent10_D1,Opponent10_D4,Opponent10_D4,1H,114.271958,High pass,61,69,79,8,70,38.5,3.13665,3.13665,0.50406598
10,Everton,Everton_M1,Gueye,Everton_D7,Kenny,1H,154.230672,Simple pass,40,85,33,96,36.5,90.5,0.88525,1,0
10,Everton,Everton_D7,Kenny,Everton_D3,Jagielka,1H,154.872615,Simple pass,33,96,18,94,25.5,95,0.71699,1,0
10,Everton,Everton_D3,Jagielka,Everton_G1,Pickford,1H,158.623844,Simple pass,18,94,5,67,11.5,80.5,1.27931,1.27931,0.065893183
10,Opponent10,Opponent10_M3,Opponent10_M3,Opponent10_M2,Opponent10_M2,1H,170.761792,Simple pass,54,47,62,56,58,51.5,2.70581,2.70581,0.402424726
10,Everton,Everton_M4,Davies,Everton_D7,Kenny,1H,208.80591,Head pass,58,81,42,83,50,82,1.49387,1.49387,0.116510924
10,Everton,Everton_D7,Kenny,Everton_M1,Gueye,1H,209.32968,Simple pass,42,83,45,70,43.5,76.5,1.83755,1.83755,0.197589901
10,Everton,Everton_M1,Gueye,Everton_D3,Jagielka,1H,211.475113,Simple pass,45,70,29,86,37,78,1.09019,1.09019,0.021277098
10,Everton,Everton_D3,Jagielka,Everton_F1,Lewin,1H,213.397475,High pass,29,86,84,94,56.5,90,3.41903,3.41903,0.57068342
10,Everton,Everton_M1,Gueye,Everton_D7,Kenny,1H,298.253534,Simple pass,43,83,32,93,37.5,88,0.95677,1,0
10,Everton,Everton_F2,Rooney,Everton_D7,Kenny,1H,323.565523,Simple pass,39,84,40,94,39.5,89,1.13367,1.13367,0.031534645
10,Everton,Everton_D3,Jagielka,Everton_G1,Pickford,1H,334.015875,Simple pass,14,99,10,38,12,68.5,1.32219,1.32219,0.076009182
10,Everton,Everton_F1,Lewin,Everton_D7,Kenny,1H,345.920756,Simple pass,51,86,37,91,44,88.5,1.13811,1.13811,0.032582104
10,Everton,Everton_D7,Kenny,Everton_M4,Davies,1H,347.023962,Simple pass,37,91,39,86,38,88.5,1.32959,1.32959,0.077754947
10,Everton,Everton_M4,Davies,Everton_D3,Jagielka,1H,351.549625,Simple pass,39,86,27,82,33,84,1.15019,1.15019,0.035431947
10,Everton,Everton_D3,Jagielka,Everton_D2,Williams,1H,353.335213,Simple pass,27,82,31,37,29,59.5,1.53285,1.53285,0.125706858
10,Everton,Everton_D2,Williams,Everton_G1,Pickford,1H,358.457542,Simple pass,31,37,8,70,19.5,53.5,1.22927,1.22927,0.054088038
10,Everton,Everton_G1,Pickford,Everton_F1,Lewin,1H,363.728416,Launch,8,70,66,83,37,76.5,2.54843,2.54843,0.365296556
10,Opponent10,Opponent10_D4,Opponent10_D4,Opponent10_D3,Opponent10_D3,1H,369.519078,Head pass,30,14,43,9,36.5,11.5,1.33169,1.33169,0.078250366
10,Opponent10,Opponent10_D4,Opponent10_D4,Opponent10_M2,Opponent10_M2,1H,376.852897,Simple pass,31,11,39,39,35,25,1.74883,1.74883,0.176659597
10,Opponent10,Opponent10_D5,Opponent10_D5,Opponent10_D2,Opponent10_D2,1H,402.575317,Simple pass,28,8,30,56,29,32,1.55573,1.55573,0.131104574
10,Opponent10,Opponent10_D2,Opponent10_D2,Opponent10_M3,Opponent10_M3,1H,407.525427,Simple pass,30,56,44,83,37,69.5,1.55975,1.55975,0.132052949
10,Opponent10,Opponent10_M3,Opponent10_M3,Opponent10_D2,Opponent10_D2,1H,410.478532,Simple pass,44,83,21,69,32.5,76,1.30081,1.30081,0.070965337
10,Opponent10,Opponent10_D2,Opponent10_D2,Opponent10_M3,Opponent10_M3,1H,414.883289,Simple pass,21,69,41,91,31,80,1.25387,1.25387,0.059891527
10,Opponent10,Opponent10_M3,Opponent10_M3,Opponent10_M2,Opponent10_M2,1H,417.356047,High pass,41,91,97,86,69,88.5,4.69011,4.69011,0.870549185
10,Opponent10,Opponent10_D1,Opponent10_D1,Opponent10_M4,Opponent10_M4,1H,491.646603,Simple pass,50,4,66,5,58,4.5,2.23409,2.23409,0.2911393
10,Opponent10,Opponent10_M4,Opponent10_M4,Opponent10_D4,Opponent10_D4,1H,493.906966,Simple pass,66,5,36,24,51,14.5,1.47481,1.47481,0.1120144
10,Opponent10,Opponent10_D4,Opponent10_D4,Opponent10_G1,Opponent10_G1,1H,495.513733,Simple pass,36,24,20,58,28,41,1.39619,1.39619,0.093466829
10,Opponent10,Opponent10_G1,Opponent10_G1,Opponent10_D2,Opponent10_D2,1H,500.938693,High pass,20,58,68,77,44,67.5,2.78933,2.78933,0.422128276
10,Opponent10,Opponent10_D2,Opponent10_D2,Opponent10_M1,Opponent10_M1,1H,508.565595,Simple pass,60,70,54,62,57,66,2.28347,2.28347,0.302788741
10,Opponent10,Opponent10_M1,Opponent10_M1,Opponent10_M3,Opponent10_M3,1H,509.64225,Simple pass,54,62,60,87,57,74.5,2.13211,2.13211,0.267080775
10,Opponent10,Opponent10_M3,Opponent10_M3,Opponent10_M2,Opponent10_M2,1H,511.697836,Simple pass,60,87,92,83,76,85,4.34087,4.34087,0.788158525
10,Opponent10,Opponent10_M2,Opponent10_M2,Opponent10_D3,Opponent10_D3,1H,514.116522,Cross,92,83,87,41,89.5,62,4.30361,4.30361,0.779368363
10,Opponent10,Opponent10_M1,Opponent10_M1,Opponent10_M3,Opponent10_M3,1H,554.640115,Simple pass,34,29,35,52,34.5,40.5,1.67981,1.67981,0.160376802
10,Opponent10,Opponent10_M3,Opponent10_M3,Opponent10_M4,Opponent10_M4,1H,555.149041,Simple pass,35,52,40,33,37.5,42.5,1.72049,1.72049,0.16997379
10,Opponent10,Opponent10_M4,Opponent10_M4,Opponent10_F1,Opponent10_F1,1H,557.072782,Simple pass,40,33,69,19,54.5,26,2.77643,2.77643,0.419084983
10,Opponent10,Opponent10_F1,Opponent10_F1,Opponent10_M4,Opponent10_M4,1H,562.483588,Cross,92,21,88,91,90,56,3.81255,3.81255,0.663520358
10,Opponent10,Opponent10_M1,Opponent10_M1,Opponent10_D3,Opponent10_D3,1H,610.833563,Simple pass,38,19,38,2,38,10.5,0.96263,1,0
10,Everton,Everton_D4,Baines,Everton_M5,Mirallas,1H,638.308275,Simple pass,25,42,26,25,25.5,33.5,1.28309,1.28309,0.066784938
10,Everton,Everton_M5,Mirallas,Everton_F1,Lewin,1H,649.022506,Simple pass,53,36,66,38,59.5,37,2.88683,2.88683,0.445129906
10,Everton,Everton_F1,Lewin,Everton_M5,Mirallas,1H,649.250706,Simple pass,66,38,62,26,64,32,2.52191,2.52191,0.359040112
10,Everton,Everton_M5,Mirallas,Everton_M1,Gueye,1H,649.874831,Simple pass,62,26,40,24,51,25,1.58657,1.58657,0.138380166
10,Everton,Everton_M1,Gueye,Everton_M4,Davies,1H,652.082128,Simple pass,40,24,54,66,47,45,2.24359,2.24359,0.293380485
10,Everton,Everton_M4,Davies,Everton_F2,Rooney,1H,654.022813,Simple pass,54,66,66,49,60,57.5,2.93501,2.93501,0.45649625
10,Everton,Everton_F2,Rooney,Everton_M4,Davies,1H,655.421644,Simple pass,66,49,61,59,63.5,54,2.63811,2.63811,0.386453337
10,Everton,Everton_M1,Gueye,Everton_D4,Baines,1H,660.987614,Simple pass,56,36,58,9,57,22.5,1.93829,1.93829,0.221355893
10,Everton,Everton_D4,Baines,Everton_F2,Rooney,1H,662.497293,Simple pass,58,9,67,22,62.5,15.5,2.72199,2.72199,0.406241817
10,Everton,Everton_F2,Rooney,Everton_D4,Baines,1H,665.395202,Simple pass,67,22,64,13,65.5,17.5,2.35245,2.35245,0.3190621
10,Everton,Everton_D4,Baines,Everton_M1,Gueye,1H,666.876739,Simple pass,64,13,53,26,58.5,19.5,2.09495,2.09495,0.258314205
10,Everton,Everton_M1,Gueye,Everton_D3,Jagielka,1H,671.624659,Simple pass,54,44,53,74,53.5,59,2.08679,2.08679,0.256389145
10,Everton,Everton_D3,Jagielka,Everton_D7,Kenny,1H,674.441014,Simple pass,53,74,65,94,59,84,2.19467,2.19467,0.281839564
10,Everton,Everton_D7,Kenny,Everton_M8,Lennon,1H,676.188076,Simple pass,65,94,67,84,66,89,2.58125,2.58125,0.373039258
10,Everton,Everton_M8,Lennon,Everton_D7,Kenny,1H,677.666892,Simple pass,67,84,70,90,68.5,87,2.60015,2.60015,0.377498036
10,Opponent10,Opponent10_D5,Opponent10_D5,Opponent10_D2,Opponent10_D2,1H,710.347442,Simple pass,52,9,39,52,45.5,30.5,1.78757,1.78757,0.185798911
10,Opponent10,Opponent10_D2,Opponent10_D2,Opponent10_M3,Opponent10_M3,1H,713.757715,Simple pass,39,52,52,67,45.5,59.5,2.14599,2.14599,0.270355263
10,Opponent10,Opponent10_M3,Opponent10_M3,Opponent10_D1,Opponent10_D1,1H,719.245503,Simple pass,52,67,57,92,54.5,79.5,1.84769,1.84769,0.199982071
10,Opponent10,Opponent10_D1,Opponent10_D1,Opponent10_M2,Opponent10_M2,1H,720.144781,Simple pass,57,92,67,75,62,83.5,2.76863,2.76863,0.417244853
10,Opponent10,Opponent10_G1,Opponent10_G1,Opponent10_D5,Opponent10_D5,1H,768.859815,Hand pass,13,31,28,6,20.5,18.5,0.86135,1,0
10,Opponent10,Opponent10_D5,Opponent10_D5,Opponent10_D4,Opponent10_D4,1H,775.565544,Simple pass,58,14,63,1,60.5,7.5,1.93985,1.93985,0.221723919
10,Everton,Everton_D3,Jagielka,Everton_F2,Rooney,1H,778.215455,High pass,25,78,44,57,34.5,67.5,1.92817,1.92817,0.218968442
10,Opponent10,Opponent10_M3,Opponent10_M3,Opponent10_D1,Opponent10_D1,1H,782.20075,Simple pass,49,47,46,71,47.5,59,1.85847,1.85847,0.202525225
10,Everton,Everton_D4,Baines,Everton_F2,Rooney,1H,786.567338,Simple pass,35,11,42,31,38.5,21,1.75751,1.75751,0.178707332
10,Everton,Everton_F2,Rooney,Everton_M5,Mirallas,1H,787.852563,Simple pass,42,31,51,7,46.5,19,1.56875,1.56875,0.134176176
10,Everton,Everton_G1,Pickford,Everton_F1,Lewin,1H,872.204915,High pass,26,51,77,11,51.5,31,3.08531,3.08531,0.491954148
10,Everton,Everton_F2,Rooney,Everton_M1,Gueye,1H,877.318659,Simple pass,72,13,68,30,70,21.5,2.91247,2.91247,0.451178745
10,Everton,Everton_M1,Gueye,Everton_M4,Davies,1H,879.518474,Simple pass,68,30,60,41,64,35.5,2.59073,2.59073,0.375275725
10,Everton,Everton_M4,Davies,Everton_D3,Jagielka,1H,880.914207,Simple pass,60,41,69,66,64.5,53.5,3.01519,3.01519,0.475411847
10,Everton,Everton_D3,Jagielka,Everton_M8,Lennon,1H,883.81577,Simple pass,69,66,71,74,70,70,3.02171,3.02171,0.476950007
10,Opponent10,Opponent10_D5,Opponent10_D5,Opponent10_D4,Opponent10_D4,1H,900.529002,Simple pass,12,11,20,1,16,6,0.58793,1,0
10,Opponent10,Opponent10_D4,Opponent10_D4,Opponent10_D5,Opponent10_D5,1H,901.302261,Simple pass,20,1,9,16,14.5,8.5,0.97229,1,0
10,Everton,Everton_D3,Jagielka,Everton_D2,Williams,1H,908.480532,Head pass,32,78,34,51,33,64.5,1.65659,1.65659,0.154898875
10,Everton,Everton_D2,Williams,Everton_D4,Baines,1H,911.321959,High pass,34,51,29,21,31.5,36,1.26049,1.26049,0.061453278
10,Opponent10,Opponent10_M2,Opponent10_M2,Opponent10_M4,Opponent10_M4,1H,916.749217,Simple pass,65,69,72,65,68.5,67,3.20753,3.20753,0.520787576
10,Everton,Everton_D4,Baines,Everton_D2,Williams,1H,921.379653,Simple pass,24,24,23,25,23.5,24.5,1.23977,1.23977,0.056565137
10,Everton,Everton_D2,Williams,Everton_F1,Lewin,1H,923.495954,High pass,23,25,78,5,50.5,15,2.97737,2.97737,0.466489574
10,Everton,Everton_M4,Davies,Everton_F2,Rooney,1H,957.201667,Simple pass,69,37,71,27,70,32,3.04615,3.04615,0.482715749
10,Everton,Everton_F2,Rooney,Everton_D7,Kenny,1H,959.220144,Simple pass,71,27,62,94,66.5,60.5,2.03435,2.03435,0.244017807
